timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1626845461440,19,HTTP Request,200,OK,Thread Group 1-24,text,true,,165,128,1,1,http://localhost:3000/health_check,19,0,2
1626845461460,7,HTTP Request,200,OK,Thread Group 1-24,text,true,,191,121,2,2,http://localhost:3000/posts,7,0,0
1626845461466,9,HTTP Request,200,OK,Thread Group 1-25,text,true,,165,128,1,1,http://localhost:3000/health_check,9,0,2
1626845461475,10,HTTP Request,200,OK,Thread Group 1-25,text,true,,191,121,1,1,http://localhost:3000/posts,10,0,0
1626845461506,11,HTTP Request,200,OK,Thread Group 1-26,text,true,,165,128,1,1,http://localhost:3000/health_check,11,0,2
1626845461518,6,HTTP Request,200,OK,Thread Group 1-26,text,true,,191,121,1,1,http://localhost:3000/posts,6,0,0
1626845461546,6,HTTP Request,200,OK,Thread Group 1-27,text,true,,165,128,1,1,http://localhost:3000/health_check,6,0,1
1626845461552,6,HTTP Request,200,OK,Thread Group 1-27,text,true,,191,121,1,1,http://localhost:3000/posts,6,0,0
1626845461587,8,HTTP Request,200,OK,Thread Group 1-28,text,true,,165,128,1,1,http://localhost:3000/health_check,8,0,1
1626845461595,6,HTTP Request,200,OK,Thread Group 1-28,text,true,,191,121,1,1,http://localhost:3000/posts,6,0,0
1626845461627,7,HTTP Request,200,OK,Thread Group 1-29,text,true,,165,128,1,1,http://localhost:3000/health_check,7,0,2
1626845461635,6,HTTP Request,200,OK,Thread Group 1-29,text,true,,191,121,1,1,http://localhost:3000/posts,6,0,0
1626845461665,7,HTTP Request,200,OK,Thread Group 1-30,text,true,,165,128,1,1,http://localhost:3000/health_check,7,0,1
1626845461672,6,HTTP Request,200,OK,Thread Group 1-30,text,true,,191,121,1,1,http://localhost:3000/posts,6,0,0
1626845461705,8,HTTP Request,200,OK,Thread Group 1-31,text,true,,165,128,1,1,http://localhost:3000/health_check,8,0,1
1626845461713,6,HTTP Request,200,OK,Thread Group 1-31,text,true,,191,121,1,1,http://localhost:3000/posts,6,0,0
1626845461746,10,HTTP Request,200,OK,Thread Group 1-32,text,true,,165,128,1,1,http://localhost:3000/health_check,10,0,2
1626845461757,7,HTTP Request,200,OK,Thread Group 1-32,text,true,,191,121,1,1,http://localhost:3000/posts,6,0,0
1626845461787,10,HTTP Request,200,OK,Thread Group 1-33,text,true,,165,128,1,1,http://localhost:3000/health_check,10,0,1
1626845461798,17,HTTP Request,200,OK,Thread Group 1-33,text,true,,191,121,1,1,http://localhost:3000/posts,16,0,0
1626845461830,17,HTTP Request,200,OK,Thread Group 1-34,text,true,,165,128,1,1,http://localhost:3000/health_check,17,0,3
1626845461848,15,HTTP Request,200,OK,Thread Group 1-34,text,true,,191,121,1,1,http://localhost:3000/posts,15,0,0
1626845461870,17,HTTP Request,200,OK,Thread Group 1-35,text,true,,165,128,1,1,http://localhost:3000/health_check,17,0,3
1626845461890,17,HTTP Request,200,OK,Thread Group 1-35,text,true,,191,121,1,1,http://localhost:3000/posts,17,0,0
1626845461915,20,HTTP Request,200,OK,Thread Group 1-36,text,true,,165,128,1,1,http://localhost:3000/health_check,20,0,4
1626845461937,15,HTTP Request,200,OK,Thread Group 1-36,text,true,,191,121,2,2,http://localhost:3000/posts,15,0,0
1626845461953,18,HTTP Request,200,OK,Thread Group 1-37,text,true,,165,128,1,1,http://localhost:3000/health_check,18,0,4
1626845461972,13,HTTP Request,200,OK,Thread Group 1-37,text,true,,191,121,1,1,http://localhost:3000/posts,13,0,0
1626845461992,22,HTTP Request,200,OK,Thread Group 1-38,text,true,,165,128,1,1,http://localhost:3000/health_check,22,0,3
1626845462015,16,HTTP Request,200,OK,Thread Group 1-38,text,true,,191,121,2,2,http://localhost:3000/posts,16,0,0
1626845462032,22,HTTP Request,200,OK,Thread Group 1-39,text,true,,165,128,1,1,http://localhost:3000/health_check,22,0,4
1626845462056,19,HTTP Request,200,OK,Thread Group 1-39,text,true,,191,121,2,2,http://localhost:3000/posts,19,0,0
1626845462071,21,HTTP Request,200,OK,Thread Group 1-40,text,true,,165,128,1,1,http://localhost:3000/health_check,21,0,3
1626845462093,9,HTTP Request,200,OK,Thread Group 1-40,text,true,,191,121,1,1,http://localhost:3000/posts,9,0,0
1626845462107,10,HTTP Request,200,OK,Thread Group 1-41,text,true,,165,128,1,1,http://localhost:3000/health_check,10,0,2
1626845462117,10,HTTP Request,200,OK,Thread Group 1-41,text,true,,191,121,1,1,http://localhost:3000/posts,9,0,0
1626845462147,8,HTTP Request,200,OK,Thread Group 1-42,text,true,,165,128,1,1,http://localhost:3000/health_check,8,0,2
1626845462156,7,HTTP Request,200,OK,Thread Group 1-42,text,true,,191,121,1,1,http://localhost:3000/posts,7,0,0
1626845462188,9,HTTP Request,200,OK,Thread Group 1-43,text,true,,165,128,1,1,http://localhost:3000/health_check,9,0,2
1626845462198,8,HTTP Request,200,OK,Thread Group 1-43,text,true,,191,121,1,1,http://localhost:3000/posts,8,0,0
1626845462227,9,HTTP Request,200,OK,Thread Group 1-44,text,true,,165,128,1,1,http://localhost:3000/health_check,9,0,2
1626845462237,11,HTTP Request,200,OK,Thread Group 1-44,text,true,,191,121,1,1,http://localhost:3000/posts,11,0,0
1626845462267,14,HTTP Request,200,OK,Thread Group 1-45,text,true,,165,128,1,1,http://localhost:3000/health_check,14,0,1
1626845462282,11,HTTP Request,200,OK,Thread Group 1-45,text,true,,191,121,1,1,http://localhost:3000/posts,11,0,0
1626845462307,8,HTTP Request,200,OK,Thread Group 1-46,text,true,,165,128,1,1,http://localhost:3000/health_check,8,0,2
1626845462315,8,HTTP Request,200,OK,Thread Group 1-46,text,true,,191,121,1,1,http://localhost:3000/posts,8,0,0
1626845462347,9,HTTP Request,200,OK,Thread Group 1-47,text,true,,165,128,1,1,http://localhost:3000/health_check,9,0,1
1626845462356,7,HTTP Request,200,OK,Thread Group 1-47,text,true,,191,121,1,1,http://localhost:3000/posts,7,0,0
1626845462388,18,HTTP Request,200,OK,Thread Group 1-48,text,true,,165,128,1,1,http://localhost:3000/health_check,18,0,2
1626845462407,12,HTTP Request,200,OK,Thread Group 1-48,text,true,,191,121,1,1,http://localhost:3000/posts,12,0,0
1626845462428,19,HTTP Request,200,OK,Thread Group 1-49,text,true,,165,128,1,1,http://localhost:3000/health_check,19,0,4
1626845462448,10,HTTP Request,200,OK,Thread Group 1-49,text,true,,191,121,1,1,http://localhost:3000/posts,10,0,0
1626845462469,17,HTTP Request,200,OK,Thread Group 1-50,text,true,,165,128,1,1,http://localhost:3000/health_check,17,0,3
1626845462486,17,HTTP Request,200,OK,Thread Group 1-50,text,true,,191,121,1,1,http://localhost:3000/posts,17,0,0
1626845462508,29,HTTP Request,200,OK,Thread Group 1-51,text,true,,165,128,1,1,http://localhost:3000/health_check,29,0,7
1626845462539,22,HTTP Request,200,OK,Thread Group 1-51,text,true,,191,121,2,2,http://localhost:3000/posts,22,0,0
1626845462548,36,HTTP Request,200,OK,Thread Group 1-52,text,true,,165,128,1,1,http://localhost:3000/health_check,35,0,5
1626845462585,27,HTTP Request,200,OK,Thread Group 1-52,text,true,,191,121,2,2,http://localhost:3000/posts,27,0,0
1626845462588,49,HTTP Request,200,OK,Thread Group 1-53,text,true,,165,128,2,2,http://localhost:3000/health_check,49,0,9
1626845462631,12,HTTP Request,200,OK,Thread Group 1-54,text,true,,165,128,2,2,http://localhost:3000/health_check,12,0,3
1626845462638,9,HTTP Request,200,OK,Thread Group 1-53,text,true,,191,121,2,2,http://localhost:3000/posts,9,0,0
1626845462644,7,HTTP Request,200,OK,Thread Group 1-54,text,true,,191,121,1,1,http://localhost:3000/posts,6,0,0
1626845462664,6,HTTP Request,200,OK,Thread Group 1-55,text,true,,165,128,1,1,http://localhost:3000/health_check,6,0,1
1626845462671,6,HTTP Request,200,OK,Thread Group 1-55,text,true,,191,121,1,1,http://localhost:3000/posts,6,0,0
1626845462703,8,HTTP Request,200,OK,Thread Group 1-56,text,true,,165,128,1,1,http://localhost:3000/health_check,8,0,1
1626845462711,6,HTTP Request,200,OK,Thread Group 1-56,text,true,,191,121,1,1,http://localhost:3000/posts,6,0,0
1626845462745,6,HTTP Request,200,OK,Thread Group 1-57,text,true,,165,128,1,1,http://localhost:3000/health_check,6,0,1
1626845462751,5,HTTP Request,200,OK,Thread Group 1-57,text,true,,191,121,1,1,http://localhost:3000/posts,5,0,0
1626845462785,17,HTTP Request,200,OK,Thread Group 1-58,text,true,,165,128,1,1,http://localhost:3000/health_check,17,0,2
1626845462803,18,HTTP Request,200,OK,Thread Group 1-58,text,true,,191,121,1,1,http://localhost:3000/posts,17,0,0
1626845462830,18,HTTP Request,200,OK,Thread Group 1-59,text,true,,165,128,1,1,http://localhost:3000/health_check,18,0,2
1626845462849,19,HTTP Request,200,OK,Thread Group 1-59,text,true,,191,121,2,2,http://localhost:3000/posts,19,0,0
1626845462868,22,HTTP Request,200,OK,Thread Group 1-60,text,true,,165,128,1,1,http://localhost:3000/health_check,22,0,2
1626845462891,12,HTTP Request,200,OK,Thread Group 1-60,text,true,,191,121,1,1,http://localhost:3000/posts,11,0,0
1626845462908,19,HTTP Request,200,OK,Thread Group 1-61,text,true,,165,128,1,1,http://localhost:3000/health_check,19,0,4
1626845462928,15,HTTP Request,200,OK,Thread Group 1-61,text,true,,191,121,1,1,http://localhost:3000/posts,15,0,0
1626845462947,17,HTTP Request,200,OK,Thread Group 1-62,text,true,,165,128,1,1,http://localhost:3000/health_check,17,0,3
1626845462966,16,HTTP Request,200,OK,Thread Group 1-62,text,true,,191,121,1,1,http://localhost:3000/posts,16,0,0
1626845462986,22,HTTP Request,200,OK,Thread Group 1-63,text,true,,165,128,1,1,http://localhost:3000/health_check,22,0,4
1626845463010,20,HTTP Request,200,OK,Thread Group 1-63,text,true,,191,121,2,2,http://localhost:3000/posts,20,0,0
1626845463029,20,HTTP Request,200,OK,Thread Group 1-64,text,true,,165,128,1,1,http://localhost:3000/health_check,20,0,3
1626845463050,15,HTTP Request,200,OK,Thread Group 1-64,text,true,,191,121,2,2,http://localhost:3000/posts,15,0,0
1626845463066,10,HTTP Request,200,OK,Thread Group 1-65,text,true,,165,128,1,1,http://localhost:3000/health_check,10,0,2
1626845463076,6,HTTP Request,200,OK,Thread Group 1-65,text,true,,191,121,1,1,http://localhost:3000/posts,6,0,0
1626845463104,6,HTTP Request,200,OK,Thread Group 1-66,text,true,,165,128,1,1,http://localhost:3000/health_check,6,0,1
1626845463111,4,HTTP Request,200,OK,Thread Group 1-66,text,true,,191,121,1,1,http://localhost:3000/posts,4,0,0
1626845463144,6,HTTP Request,200,OK,Thread Group 1-67,text,true,,165,128,1,1,http://localhost:3000/health_check,6,0,2
1626845463150,7,HTTP Request,200,OK,Thread Group 1-67,text,true,,191,121,1,1,http://localhost:3000/posts,7,0,0
1626845463189,16,HTTP Request,200,OK,Thread Group 1-68,text,true,,165,128,1,1,http://localhost:3000/health_check,16,0,4
1626845463206,17,HTTP Request,200,OK,Thread Group 1-68,text,true,,191,121,1,1,http://localhost:3000/posts,17,0,0
1626845463228,17,HTTP Request,200,OK,Thread Group 1-69,text,true,,165,128,1,1,http://localhost:3000/health_check,17,0,4
1626845463246,13,HTTP Request,200,OK,Thread Group 1-69,text,true,,191,121,1,1,http://localhost:3000/posts,13,0,0
1626845463267,17,HTTP Request,200,OK,Thread Group 1-70,text,true,,165,128,1,1,http://localhost:3000/health_check,17,0,3
1626845463285,16,HTTP Request,200,OK,Thread Group 1-70,text,true,,191,121,1,1,http://localhost:3000/posts,15,0,0
1626845463310,20,HTTP Request,200,OK,Thread Group 1-71,text,true,,165,128,1,1,http://localhost:3000/health_check,20,0,3
1626845463331,12,HTTP Request,200,OK,Thread Group 1-71,text,true,,191,121,1,1,http://localhost:3000/posts,12,0,0
1626845463347,17,HTTP Request,200,OK,Thread Group 1-72,text,true,,165,128,1,1,http://localhost:3000/health_check,17,0,3
1626845463365,13,HTTP Request,200,OK,Thread Group 1-72,text,true,,191,121,1,1,http://localhost:3000/posts,13,0,0
1626845463388,21,HTTP Request,200,OK,Thread Group 1-73,text,true,,165,128,1,1,http://localhost:3000/health_check,21,0,3
1626845463410,14,HTTP Request,200,OK,Thread Group 1-73,text,true,,191,121,1,1,http://localhost:3000/posts,14,0,0
1626845463427,24,HTTP Request,200,OK,Thread Group 1-74,text,true,,165,128,1,1,http://localhost:3000/health_check,24,0,3
1626845463452,8,HTTP Request,200,OK,Thread Group 1-74,text,true,,191,121,1,1,http://localhost:3000/posts,8,0,0
1626845463467,9,HTTP Request,200,OK,Thread Group 1-75,text,true,,165,128,1,1,http://localhost:3000/health_check,9,0,1
1626845463477,8,HTTP Request,200,OK,Thread Group 1-75,text,true,,191,121,1,1,http://localhost:3000/posts,7,0,0
1626845463507,11,HTTP Request,200,OK,Thread Group 1-76,text,true,,165,128,1,1,http://localhost:3000/health_check,11,0,2
1626845463519,9,HTTP Request,200,OK,Thread Group 1-76,text,true,,191,121,1,1,http://localhost:3000/posts,9,0,0
1626845463548,12,HTTP Request,200,OK,Thread Group 1-77,text,true,,165,128,1,1,http://localhost:3000/health_check,12,0,2
1626845463561,6,HTTP Request,200,OK,Thread Group 1-77,text,true,,191,121,1,1,http://localhost:3000/posts,6,0,0
1626845463585,7,HTTP Request,200,OK,Thread Group 1-78,text,true,,165,128,1,1,http://localhost:3000/health_check,7,0,2
1626845463593,5,HTTP Request,200,OK,Thread Group 1-78,text,true,,191,121,1,1,http://localhost:3000/posts,5,0,0
1626845463626,7,HTTP Request,200,OK,Thread Group 1-79,text,true,,165,128,1,1,http://localhost:3000/health_check,7,0,1
1626845463634,9,HTTP Request,200,OK,Thread Group 1-79,text,true,,191,121,1,1,http://localhost:3000/posts,9,0,0
1626845463665,11,HTTP Request,200,OK,Thread Group 1-80,text,true,,165,128,1,1,http://localhost:3000/health_check,11,0,2
1626845463677,9,HTTP Request,200,OK,Thread Group 1-80,text,true,,191,121,1,1,http://localhost:3000/posts,9,0,0
1626845463705,17,HTTP Request,200,OK,Thread Group 1-81,text,true,,165,128,1,1,http://localhost:3000/health_check,17,0,2
1626845463722,9,HTTP Request,200,OK,Thread Group 1-81,text,true,,191,121,1,1,http://localhost:3000/posts,9,0,0
1626845463746,10,HTTP Request,200,OK,Thread Group 1-82,text,true,,165,128,1,1,http://localhost:3000/health_check,10,0,2
1626845463757,9,HTTP Request,200,OK,Thread Group 1-82,text,true,,191,121,1,1,http://localhost:3000/posts,9,0,0
1626845463786,8,HTTP Request,200,OK,Thread Group 1-83,text,true,,165,128,1,1,http://localhost:3000/health_check,8,0,1
1626845463794,8,HTTP Request,200,OK,Thread Group 1-83,text,true,,191,121,1,1,http://localhost:3000/posts,8,0,0
1626845463826,15,HTTP Request,200,OK,Thread Group 1-84,text,true,,165,128,1,1,http://localhost:3000/health_check,15,0,2
1626845463842,16,HTTP Request,200,OK,Thread Group 1-84,text,true,,191,121,1,1,http://localhost:3000/posts,16,0,0
1626845463868,14,HTTP Request,200,OK,Thread Group 1-85,text,true,,165,128,1,1,http://localhost:3000/health_check,14,0,2
1626845463883,11,HTTP Request,200,OK,Thread Group 1-85,text,true,,191,121,1,1,http://localhost:3000/posts,11,0,0
1626845463907,17,HTTP Request,200,OK,Thread Group 1-86,text,true,,165,128,1,1,http://localhost:3000/health_check,17,0,3
1626845463925,16,HTTP Request,200,OK,Thread Group 1-86,text,true,,191,121,1,1,http://localhost:3000/posts,16,0,0
1626845463948,15,HTTP Request,200,OK,Thread Group 1-87,text,true,,165,128,1,1,http://localhost:3000/health_check,15,0,3
1626845463964,12,HTTP Request,200,OK,Thread Group 1-87,text,true,,191,121,1,1,http://localhost:3000/posts,12,0,0
1626845463987,13,HTTP Request,200,OK,Thread Group 1-88,text,true,,165,128,1,1,http://localhost:3000/health_check,13,0,2
1626845464001,14,HTTP Request,200,OK,Thread Group 1-88,text,true,,191,121,1,1,http://localhost:3000/posts,14,0,0
1626845464027,16,HTTP Request,200,OK,Thread Group 1-89,text,true,,165,128,1,1,http://localhost:3000/health_check,15,0,3
1626845464043,15,HTTP Request,200,OK,Thread Group 1-89,text,true,,191,121,1,1,http://localhost:3000/posts,15,0,0
1626845464068,18,HTTP Request,200,OK,Thread Group 1-90,text,true,,165,128,1,1,http://localhost:3000/health_check,18,0,3
1626845464087,15,HTTP Request,200,OK,Thread Group 1-90,text,true,,191,121,1,1,http://localhost:3000/posts,15,0,0
1626845464108,23,HTTP Request,200,OK,Thread Group 1-91,text,true,,165,128,1,1,http://localhost:3000/health_check,23,0,4
1626845464132,14,HTTP Request,200,OK,Thread Group 1-91,text,true,,191,121,2,2,http://localhost:3000/posts,14,0,0
1626845464148,26,HTTP Request,200,OK,Thread Group 1-92,text,true,,165,128,1,1,http://localhost:3000/health_check,25,0,4
1626845464174,11,HTTP Request,200,OK,Thread Group 1-92,text,true,,191,121,2,2,http://localhost:3000/posts,11,0,0
1626845464186,17,HTTP Request,200,OK,Thread Group 1-93,text,true,,165,128,1,1,http://localhost:3000/health_check,17,0,2
1626845464204,7,HTTP Request,200,OK,Thread Group 1-93,text,true,,191,121,1,1,http://localhost:3000/posts,7,0,0
1626845464225,10,HTTP Request,200,OK,Thread Group 1-94,text,true,,165,128,1,1,http://localhost:3000/health_check,10,0,2
1626845464236,11,HTTP Request,200,OK,Thread Group 1-94,text,true,,191,121,1,1,http://localhost:3000/posts,11,0,0
1626845464263,11,HTTP Request,200,OK,Thread Group 1-95,text,true,,165,128,1,1,http://localhost:3000/health_check,10,0,2
1626845464274,9,HTTP Request,200,OK,Thread Group 1-95,text,true,,191,121,1,1,http://localhost:3000/posts,9,0,0
1626845464309,12,HTTP Request,200,OK,Thread Group 1-96,text,true,,165,128,1,1,http://localhost:3000/health_check,12,0,2
1626845464321,10,HTTP Request,200,OK,Thread Group 1-96,text,true,,191,121,1,1,http://localhost:3000/posts,9,0,0
1626845464345,15,HTTP Request,200,OK,Thread Group 1-97,text,true,,165,128,1,1,http://localhost:3000/health_check,15,0,2
1626845464361,8,HTTP Request,200,OK,Thread Group 1-97,text,true,,191,121,1,1,http://localhost:3000/posts,8,0,0
1626845464384,11,HTTP Request,200,OK,Thread Group 1-98,text,true,,165,128,1,1,http://localhost:3000/health_check,11,0,2
1626845464396,10,HTTP Request,200,OK,Thread Group 1-98,text,true,,191,121,1,1,http://localhost:3000/posts,10,0,0
1626845464425,10,HTTP Request,200,OK,Thread Group 1-99,text,true,,165,128,1,1,http://localhost:3000/health_check,9,0,2
1626845464435,9,HTTP Request,200,OK,Thread Group 1-99,text,true,,191,121,1,1,http://localhost:3000/posts,9,0,0
1626845464463,10,HTTP Request,200,OK,Thread Group 1-100,text,true,,165,128,1,1,http://localhost:3000/health_check,10,0,2
1626845464474,7,HTTP Request,200,OK,Thread Group 1-100,text,true,,191,121,1,1,http://localhost:3000/posts,7,0,0
1626845464504,10,HTTP Request,200,OK,Thread Group 1-101,text,true,,165,128,1,1,http://localhost:3000/health_check,10,0,1
1626845464514,9,HTTP Request,200,OK,Thread Group 1-101,text,true,,191,121,1,1,http://localhost:3000/posts,9,0,0
1626845464549,14,HTTP Request,200,OK,Thread Group 1-102,text,true,,165,128,1,1,http://localhost:3000/health_check,14,0,1
1626845464564,8,HTTP Request,200,OK,Thread Group 1-102,text,true,,191,121,1,1,http://localhost:3000/posts,8,0,0
1626845464586,13,HTTP Request,200,OK,Thread Group 1-103,text,true,,165,128,1,1,http://localhost:3000/health_check,13,0,2
1626845464600,14,HTTP Request,200,OK,Thread Group 1-103,text,true,,191,121,1,1,http://localhost:3000/posts,14,0,0
1626845464623,11,HTTP Request,200,OK,Thread Group 1-104,text,true,,165,128,1,1,http://localhost:3000/health_check,10,0,2
1626845464634,8,HTTP Request,200,OK,Thread Group 1-104,text,true,,191,121,1,1,http://localhost:3000/posts,8,0,0
1626845464663,11,HTTP Request,200,OK,Thread Group 1-105,text,true,,165,128,1,1,http://localhost:3000/health_check,11,0,2
1626845464674,12,HTTP Request,200,OK,Thread Group 1-105,text,true,,191,121,1,1,http://localhost:3000/posts,12,0,0
1626845464705,13,HTTP Request,200,OK,Thread Group 1-106,text,true,,165,128,1,1,http://localhost:3000/health_check,13,0,2
1626845464719,12,HTTP Request,200,OK,Thread Group 1-106,text,true,,191,121,1,1,http://localhost:3000/posts,12,0,0
1626845464747,13,HTTP Request,200,OK,Thread Group 1-107,text,true,,165,128,1,1,http://localhost:3000/health_check,13,0,1
1626845464761,10,HTTP Request,200,OK,Thread Group 1-107,text,true,,191,121,1,1,http://localhost:3000/posts,10,0,0
1626845464785,10,HTTP Request,200,OK,Thread Group 1-108,text,true,,165,128,1,1,http://localhost:3000/health_check,10,0,2
1626845464796,15,HTTP Request,200,OK,Thread Group 1-108,text,true,,191,121,1,1,http://localhost:3000/posts,15,0,0
1626845464826,9,HTTP Request,200,OK,Thread Group 1-109,text,true,,165,128,1,1,http://localhost:3000/health_check,9,0,1
1626845464836,10,HTTP Request,200,OK,Thread Group 1-109,text,true,,191,121,1,1,http://localhost:3000/posts,10,0,0
1626845464865,8,HTTP Request,200,OK,Thread Group 1-110,text,true,,165,128,1,1,http://localhost:3000/health_check,7,0,1
1626845464873,8,HTTP Request,200,OK,Thread Group 1-110,text,true,,191,121,1,1,http://localhost:3000/posts,8,0,0
1626845464905,8,HTTP Request,200,OK,Thread Group 1-111,text,true,,165,128,1,1,http://localhost:3000/health_check,8,0,1
1626845464914,7,HTTP Request,200,OK,Thread Group 1-111,text,true,,191,121,1,1,http://localhost:3000/posts,7,0,0
1626845464944,15,HTTP Request,200,OK,Thread Group 1-112,text,true,,165,128,1,1,http://localhost:3000/health_check,15,0,2
1626845464960,12,HTTP Request,200,OK,Thread Group 1-112,text,true,,191,121,1,1,http://localhost:3000/posts,12,0,0
1626845464985,13,HTTP Request,200,OK,Thread Group 1-113,text,true,,165,128,1,1,http://localhost:3000/health_check,13,0,3
